# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Jul  5 11:28:47 2020
#
# User preference: *
#
# CONSTRAINT:  where (pl_orbperstr not null
# CONSTRAINT:  and pl_orbsmaxstr not null
# CONSTRAINT:  and st_massstr not null
# CONSTRAINT:  and st_radstr not null
# CONSTRAINT:  and st_glon not null
# CONSTRAINT:  and st_glat not null)
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN gaia_dist:      Gaia Distance [pc]
# COLUMN gaia_disterr1:  Gaia Distance Upper Unc. [pc]
# COLUMN gaia_disterr2:  Gaia Distance Lower Unc. [pc]
# COLUMN gaia_distlim:   Gaia Distance Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_rvamp:       Radial Velocity Amplitude [m/s]
# COLUMN pl_rvamperr1:   Radial Velocity Amplitude Upper Unc. [m/s]
# COLUMN pl_rvamperr2:   Radial Velocity Amplitude Lower Unc. [m/s]
# COLUMN pl_rvamplim:    Radial Velocity Amplitude Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN pl_masse:       Planet Mass [Earth mass]
# COLUMN pl_masseerr1:   Planet Mass Upper Unc. [Earth mass]
# COLUMN pl_masseerr2:   Planet Mass Lower Unc. [Earth mass]
# COLUMN pl_masselim:    Planet Mass Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth radii]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth radii]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_trandur:     Transit Duration [days]
# COLUMN pl_trandurerr1: Transit Duration Upper Unc. [days]
# COLUMN pl_trandurerr2: Transit Duration Lower Unc. [days]
# COLUMN pl_trandurlim:  Transit Duration Limit Flag
# COLUMN pl_facility:    Discovery Facility
# COLUMN pl_mnum:        Number of Moons in System
# COLUMN st_glon:        Galactic Longitude [deg]
# COLUMN st_glat:        Galactic Latitude [deg]
# COLUMN st_radv:        Radial Velocity [km/s]
# COLUMN st_radverr1:    Radial Velocity Upper Unc. [km/s]
# COLUMN st_radverr2:    Radial Velocity Lower Unc. [km/s]
# COLUMN st_radvlim:     Radial Velocity Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
#
pl_hostname,pl_letter,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_facility,pl_mnum,st_glon,st_glat,st_radv,st_radverr1,st_radverr2,st_radvlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_lum,st_lumerr1,st_lumerr2,st_lumlim
HD 132406,b,HD 132406 b,Radial Velocity,1,974.00000000,39.00000000,-39.00000000,0,1.980000,0.060000,-0.060000,0,0.340000,0.090000,-0.090000,0,,,,,,,,,0,70.93,0.14,-0.14,0,70.93,0.14,-0.14,0,5783.00,38.00,-38.00,0,1.03,0.15,-0.15,0,1.34,0.04,-0.04,0,2018-09-06,115.000,26.000,-26.000,0,,,,,,,,,,,,,,,,,Haute-Provence Observatory,0,90.149308,55.010121,-37.80,0.19,-0.19,0,4.20,0.06,-0.06,0,,,,
HD 132563,b,HD 132563 b,Radial Velocity,1,1544.00000000,34.00000000,-34.00000000,0,2.620000,0.040000,-0.040000,0,0.220000,0.090000,-0.090000,0,,,,,,,,,0,105.47,0.28,-0.28,0,105.47,0.28,-0.28,0,6073.00,51.00,-51.00,0,1.08,0.03,-0.03,0,1.09,0.08,-0.08,0,2019-01-31,26.700,2.200,-2.200,0,,,,,,,,,,,,,,,,,Roque de los Muchachos Observatory,0,74.894377,59.442534,,,,,4.42,0.05,-0.05,0,,,,
HD 134987,b,HD 134987 b,Radial Velocity,2,258.17999000,0.07000000,-0.07000000,0,0.810000,0.020000,-0.020000,0,0.230000,0.000000,0.000000,0,,,,,,,,,0,26.20,0.05,-0.05,0,26.20,0.05,-0.05,0,5736.00,17.00,-17.00,0,1.10,0.07,-0.07,0,1.22,0.03,-0.03,0,2018-09-06,49.500,0.200,-0.200,0,,,,,,,,,,,,,,,,,W. M. Keck Observatory,0,339.186087,27.386414,4.70,0.20,-0.20,0,4.31,0.02,-0.02,0,,,,
HD 134987,c,HD 134987 c,Radial Velocity,2,5000.00000000,400.00000000,-400.00000000,0,5.800000,0.500000,-0.500000,0,0.120000,0.020000,-0.020000,0,,,,,,,,,0,26.20,0.05,-0.05,0,26.20,0.05,-0.05,0,5736.00,17.00,-17.00,0,1.10,0.07,-0.07,0,1.22,0.03,-0.03,0,2019-01-31,9.300,0.300,-0.300,0,,,,,,,,,,,,,,,,,Multiple Observatories,0,339.186087,27.386414,4.70,0.20,-0.20,0,4.31,0.02,-0.02,0,,,,
HD 136418,b,HD 136418 b,Radial Velocity,1,464.29999000,3.20000000,-3.20000000,0,1.290000,0.030000,-0.030000,0,0.250000,0.040000,-0.040000,0,,,,,,,,,0,105.49,0.31,-0.31,0,105.49,0.31,-0.31,0,4989.00,10.00,-10.00,0,1.48,0.12,-0.12,0,3.78,0.10,-0.10,0,2018-09-06,44.700,1.900,-1.900,0,,,,,,,,,,,,,,,,,W. M. Keck Observatory,0,68.487010,56.567369,-34.25,0.14,-0.14,0,3.45,0.03,-0.03,0,,,,
HD 13724,b,HD 13724 b,Radial Velocity,1,14763.40500000,4901.65500000,-1599.79500000,0,12.400000,2.600000,-0.900000,0,0.340000,0.090000,-0.050000,0,,,,,,,,,0,43.52,0.05,-0.05,0,43.52,0.05,-0.05,0,5868.00,27.00,-27.00,0,1.14,0.06,-0.06,0,1.07,0.02,-0.02,0,2019-04-11,214.300,21.500,-10.200,0,,,,,,,,,,,,,,,,,La Silla Observatory,0,269.334357,-64.686351,20.30,0.15,-0.15,0,4.44,0.07,-0.07,0,,,,
HD 137388,b,HD 137388 b,Radial Velocity,1,330.00000000,3.00000000,-3.00000000,0,0.890000,0.020000,-0.020000,0,0.360000,0.120000,-0.120000,0,,,,,,,,,0,40.53,0.05,-0.05,0,40.53,0.05,-0.05,0,5181.00,29.00,-29.00,0,0.68,0.05,-0.05,0,0.88,0.01,-0.01,0,2018-09-06,7.900,0.900,-0.900,0,,,,,,,,,,,,,,,,,La Silla Observatory,0,309.743435,-19.582249,25.80,0.20,-0.20,0,4.39,0.03,-0.03,0,,,,
HD 13908,b,HD 13908 b,Radial Velocity,2,19.38200000,0.00600000,-0.00600000,0,0.154000,0.002500,-0.002500,0,0.020000,0.018000,-0.018000,0,,,,,,,,,0,79.73,0.22,-0.22,0,79.73,0.22,-0.22,0,6255.00,66.00,-66.00,0,1.29,0.04,-0.04,0,1.67,0.10,-0.10,0,2014-05-14,55.300,1.200,-1.200,0,,,,,,,,,,,,,,,,,Haute-Provence Observatory,0,131.744353,4.218820,15.88,0.01,-0.01,0,4.11,0.11,-0.11,0,0.602,,,0
HD 13908,c,HD 13908 c,Radial Velocity,2,931.00000000,17.00000000,-17.00000000,0,2.030000,0.040000,-0.040000,0,0.120000,0.020000,-0.020000,0,,,,,,,,,0,79.73,0.22,-0.22,0,79.73,0.22,-0.22,0,6255.00,66.00,-66.00,0,1.29,0.04,-0.04,0,1.67,0.10,-0.10,0,2014-05-14,90.900,3.000,-3.000,0,,,,,,,,,,,,,,,,,Haute-Provence Observatory,0,131.744353,4.218820,15.88,0.01,-0.01,0,4.11,0.11,-0.11,0,0.602,,,0
HD 13931,b,HD 13931 b,Radial Velocity,1,4218.00000000,390.00000000,-390.00000000,0,5.150000,0.330000,-0.330000,0,0.020000,0.040000,-0.040000,0,,,,,,,,,0,47.46,0.14,-0.14,0,47.46,0.14,-0.14,0,5867.00,25.00,-25.00,0,1.30,0.13,-0.13,0,1.25,0.02,-0.02,0,2018-09-06,23.300,1.400,-1.400,0,,,,,,,,,,,,,,,,,W. M. Keck Observatory,0,138.831694,-16.447877,30.30,0.20,-0.20,0,4.36,0.04,-0.04,0,,,,
HD 139357,b,HD 139357 b,Radial Velocity,1,1125.70000000,9.00000000,-9.00000000,0,2.360000,0.200000,-0.200000,0,0.100000,0.020000,-0.020000,0,,,,,,,,,0,112.45,0.70,-0.70,0,112.45,0.70,-0.70,0,4700.00,70.00,-70.00,0,1.35,0.24,-0.24,0,11.47,0.75,-0.75,0,2019-01-31,161.200,3.200,-3.200,0,,,,,,,,,,,,,,,,,Thueringer Landessternwarte Tautenburg,0,86.159535,49.847437,-8.04,0.14,-0.14,0,2.90,0.15,-0.15,0,,,,
HD 1397,b,HD 1397 b,Transit,1,11.53533000,0.00079000,-0.00080000,0,0.109700,0.001100,-0.001300,0,0.251000,0.020000,-0.019000,0,88.990,0.670,-0.730,0,0.47700,0.04300,-0.03800,0,0,79.75,0.17,-0.17,0,79.75,0.17,-0.17,0,5521.00,60.00,-60.00,0,1.32,0.04,-0.05,0,2.34,0.05,-0.06,0,2019-07-25,32.000,1.400,-1.400,0,1228,10,-10,0,131.89945,6.35660,-6.35660,0,11.500,0.280,-0.303,0,0.3584000,0.0014000,-0.0013000,0,Transiting Exoplanet Survey Satellite (TESS),0,308.215487,-50.422610,30.75,0.14,-0.14,0,3.82,0.02,-0.02,0,0.660,0.014,-0.015,0
HD 14067,b,HD 14067 b,Radial Velocity,1,1455.00000000,13.00000000,-12.00000000,0,3.400000,0.100000,-0.100000,0,0.533000,0.043000,-0.047000,0,,,,,,,,,0,142.60,0.84,-0.84,0,142.60,0.84,-0.84,0,4815.00,100.00,-100.00,0,2.40,0.20,-0.20,0,12.40,1.10,-1.10,0,2014-09-25,92.200,4.800,-4.700,0,,,,,,,,,,,,,,,,,Okayama Astrophysical Observatory,0,147.046218,-35.057357,-11.54,0.16,-0.16,0,2.61,0.10,-0.10,0,1.898,0.061,-0.072,0
HD 141937,b,HD 141937 b,Radial Velocity,1,653.21997000,1.20000000,-1.20000000,0,1.500000,0.030000,-0.030000,0,0.410000,0.010000,-0.010000,0,,,,,,,,,0,33.39,0.07,-0.07,0,33.39,0.07,-0.07,0,5870.00,9.00,-9.00,0,1.09,0.05,-0.05,0,1.03,0.01,-0.01,0,2018-09-06,234.500,6.400,-6.400,0,,,,,,,,,,,,,,,,,La Silla Observatory,0,351.888654,26.781275,-3.30,0.10,-0.10,0,4.45,0.02,-0.02,0,,,,
HD 142,b,HD 142 b,Radial Velocity,2,349.70000000,1.20000000,-1.20000000,0,1.020000,0.030000,-0.030000,0,0.170000,0.060000,-0.060000,0,,,,,,,,,0,26.21,0.04,-0.04,0,26.21,0.04,-0.04,0,6245.00,48.00,-48.00,0,1.23,0.22,-0.16,0,1.47,0.04,-0.04,0,2014-08-21,33.200,2.500,-2.500,0,,,,,,,,,,,,,,,,,Anglo-Australian Telescope,0,321.587087,-66.386565,5.30,0.30,-0.30,0,4.62,0.07,-0.07,0,,,,
HD 142,c,HD 142 c,Radial Velocity,2,6005.00000000,477.00000000,-477.00000000,0,6.800000,0.500000,-0.500000,0,0.210000,0.070000,-0.070000,0,,,,,,,,,0,26.21,0.04,-0.04,0,26.21,0.04,-0.04,0,6245.00,48.00,-48.00,0,1.23,0.22,-0.16,0,1.47,0.04,-0.04,0,2014-08-21,55.200,3.000,-3.000,0,,,,,,,,,,,,,,,,,Anglo-Australian Telescope,0,321.587087,-66.386565,5.30,0.30,-0.30,0,4.62,0.07,-0.07,0,,,,
HD 142022 A,b,HD 142022 A b,Radial Velocity,1,1928.00000000,46.00000000,-46.00000000,0,2.930000,0.070000,-0.070000,0,0.530000,0.200000,-0.200000,0,,,,,,,,,0,34.31,0.03,-0.03,0,34.31,0.03,-0.03,0,5421.00,77.00,-77.00,0,0.90,0.05,-0.05,0,1.04,0.03,-0.03,0,2018-09-06,92.000,65.500,-65.500,0,,,,,,,,,,,,,,,,,La Silla Observatory,0,307.720278,-23.317230,-9.80,0.01,-0.01,0,4.35,0.00,0.00,0,,,,
HD 142245,b,HD 142245 b,Radial Velocity,1,1299.00000000,48.00000000,-48.00000000,0,2.780000,0.090000,-0.090000,0,0.000000,,,0,,,,,,,,,0,97.50,0.39,-0.39,0,97.50,0.39,-0.39,0,4922.00,13.00,-13.00,0,3.50,0.47,-0.47,0,4.63,0.16,-0.16,0,2018-09-06,24.800,2.600,-2.600,0,,,,,,,,,,,,,,,,,W. M. Keck Observatory,0,26.943759,46.383524,6.63,0.13,-0.13,0,3.65,0.05,-0.05,0,,,,
HD 142415,b,HD 142415 b,Radial Velocity,1,386.29999000,1.60000000,-1.60000000,0,1.060000,0.020000,-0.020000,0,0.500000,,,0,,,,,,,,,0,35.57,0.04,-0.04,0,35.57,0.04,-0.04,0,5940.00,28.00,-28.00,0,1.07,0.10,-0.10,0,1.04,0.02,-0.02,0,2018-09-06,51.300,2.300,-2.300,0,,,,,,,,,,,,,,,,,La Silla Observatory,0,324.177899,-5.253831,-12.00,0.10,-0.10,0,4.44,0.04,-0.04,0,,,,
HD 143361,b,HD 143361 b,Radial Velocity,1,1039.15000000,1.64000000,-1.70000000,0,1.988000,0.018000,-0.018000,0,0.197000,0.006000,-0.006000,0,,,,,,,,,0,68.65,0.29,-0.29,0,68.65,0.29,-0.29,0,5507.00,10.00,-10.00,0,0.97,0.03,-0.03,0,0.92,0.04,-0.04,0,2019-06-27,73.890,0.560,-0.580,0,,,,,,,,,,,,,,,,,Las Campanas Observatory,0,334.969392,6.274062,-1.50,0.70,-0.70,0,4.47,0.04,-0.04,0,,,,
HD 145377,b,HD 145377 b,Radial Velocity,1,103.95000000,0.13000000,-0.13000000,0,0.450000,0.010000,-0.010000,0,0.310000,0.020000,-0.020000,0,,,,,,,,,0,53.57,0.14,-0.14,0,53.57,0.14,-0.14,0,6014.00,20.00,-20.00,0,1.20,0.14,-0.14,0,1.05,0.02,-0.02,0,2018-09-06,242.700,4.600,-4.600,0,,,,,,,,,,,,,,,,,La Silla Observatory,0,348.638427,17.538805,11.10,0.20,-0.20,0,4.47,0.05,-0.05,0,,,,
HD 145457,b,HD 145457 b,Radial Velocity,1,176.30000000,0.39000000,-0.39000000,0,0.760000,0.040000,-0.040000,0,0.110000,0.040000,-0.040000,0,,,,,,,,,0,135.82,0.40,-0.40,0,135.82,0.40,-0.40,0,4769.00,27.00,-27.00,0,1.23,0.34,-0.34,0,10.52,0.41,-0.41,0,2018-09-06,70.600,3.100,-3.100,0,,,,,,,,,,,,,,,,,Subaru Telescope,0,44.301478,46.030237,-3.15,0.13,-0.13,0,2.48,0.11,-0.11,0,,,,
HD 145934,b,HD 145934 b,Radial Velocity,1,2730.00000000,100.00000000,-100.00000000,0,4.600000,0.140000,-0.140000,0,0.053000,0.053000,-0.063000,0,,,,,,,,,0,229.35,2.41,-2.41,0,229.35,2.41,-2.41,0,,,,,1.75,0.10,-0.10,0,5.38,0.44,-0.44,0,2015-01-08,22.900,2.600,-2.600,0,,,,,,,,,,,,,,,,,W. M. Keck Observatory,0,26.928344,41.017053,-28.20,0.15,-0.15,0,3.23,0.06,-0.06,0,,,,
HD 14787,b,HD 14787 b,Radial Velocity,1,676.60000000,8.10000000,-8.10000000,0,1.700000,0.190000,-0.190000,0,0.155000,0.073000,-0.073000,0,,,,,,,,,0,119.54,0.75,-0.75,0,119.54,0.75,-0.75,0,4946.00,,,0,1.43,,,0,5.01,,,0,2018-12-06,20.700,1.300,-1.300,0,,,,,,,,,,,,,,,,,W. M. Keck Observatory,0,156.379855,-45.988597,-8.14,0.15,-0.15,0,3.23,,,0,,,,
HD 147873,b,HD 147873 b,Radial Velocity,2,116.59600000,0.02300000,-0.02300000,0,0.522000,0.018000,-0.018000,0,0.207000,0.013000,-0.013000,0,,,,,,,,,0,109.38,1.01,-1.01,0,109.38,1.01,-1.01,0,5972.00,100.00,-100.00,0,1.38,0.05,-0.05,0,2.29,0.10,-0.10,0,2016-11-10,171.500,1.200,-1.200,0,,,,,,,,,,,,,,,,,Multiple Observatories,0,345.985222,10.845829,22.90,0.40,-0.40,0,3.86,0.05,-0.05,0,0.777,0.043,-0.047,0
HD 147873,c,HD 147873 c,Radial Velocity,2,491.54000000,0.79000000,-0.79000000,0,1.360000,0.050000,-0.050000,0,0.230000,0.030000,-0.030000,0,,,,,,,,,0,109.38,1.01,-1.01,0,109.38,1.01,-1.01,0,5972.00,100.00,-100.00,0,1.38,0.05,-0.05,0,2.29,0.10,-0.10,0,2016-11-10,47.900,1.700,-1.700,0,,,,,,,,,,,,,,,,,Multiple Observatories,0,345.985222,10.845829,22.90,0.40,-0.40,0,3.86,0.05,-0.05,0,0.777,0.043,-0.047,0
HD 148156,b,HD 148156 b,Radial Velocity,1,1027.00000000,28.00000000,-28.00000000,0,2.450000,0.040000,-0.050000,0,0.520000,0.040000,-0.090000,0,,,,,,,,,0,57.22,0.15,-0.15,0,57.22,0.15,-0.15,0,6308.00,28.00,-28.00,0,1.22,,,0,1.21,0.03,-0.03,0,2019-01-31,17.500,1.500,-0.500,0,,,,,,,,,,,,,,,,,La Silla Observatory,0,337.022602,1.701676,-2.00,0.20,-0.20,0,4.56,0.07,-0.07,0,0.250,,,0
HD 148164,b,HD 148164 b,Radial Velocity,2,328.55000000,0.41000000,-0.41000000,0,0.993000,0.066000,-0.066000,0,0.587000,0.026000,-0.026000,0,,,,,,,,,0,77.37,0.30,-0.30,0,77.37,0.30,-0.30,0,6032.00,,,0,1.21,0.24,-0.24,0,1.34,0.10,-0.10,0,2018-09-27,39.600,1.700,-1.700,0,,,,,,,,,,,,,,,,,W. M. Keck Observatory,0,27.050788,37.677560,-64.63,0.15,-0.15,0,,,,,0.330,0.070,-0.070,0
HD 148164,c,HD 148164 c,Radial Velocity,2,5062.00000000,114.00000000,-114.00000000,0,6.150000,0.500000,-0.500000,0,0.125000,0.017000,-0.017000,0,,,,,,,,,0,77.37,0.30,-0.30,0,77.37,0.30,-0.30,0,6032.00,,,0,1.21,0.24,-0.24,0,1.34,0.10,-0.10,0,2018-09-27,54.280,0.890,-0.890,0,,,,,,,,,,,,,,,,,W. M. Keck Observatory,0,27.050788,37.677560,-64.63,0.15,-0.15,0,,,,,0.330,0.070,-0.070,0
HD 148284,b,HD 148284 b,Radial Velocity,1,339.33100000,0.01800000,-0.01800000,0,0.974000,0.079000,-0.079000,0,0.389260,0.000890,-0.000890,0,,,,,,,,,0,121.61,0.65,-0.65,0,121.61,0.65,-0.65,0,5572.00,,,0,1.07,0.26,-0.26,0,1.48,0.16,-0.16,0,2018-09-27,1022.000,1.200,-1.200,0,,,,,,,,,,,,,,,,,W. M. Keck Observatory,0,50.103924,43.318527,-35.85,0.30,-0.30,0,,,,,0.280,0.090,-0.090,0
HD 148427,b,HD 148427 b,Radial Velocity,1,331.50000000,3.00000000,-3.00000000,0,1.040000,0.020000,-0.020000,0,0.160000,0.080000,-0.080000,0,,,,,,,,,0,71.50,0.31,-0.31,0,71.50,0.31,-0.31,0,5025.00,4.00,-4.00,0,1.64,0.27,-0.27,0,3.86,0.12,-0.12,0,2018-09-06,27.700,2.000,-2.000,0,,,,,,,,,,,,,,,,,Lick Observatory,0,2.417369,23.581615,-37.80,,,0,3.48,0.06,-0.06,0,,,,
HD 149143,b,HD 149143 b,Radial Velocity,1,4.07182000,0.00001000,-0.00001000,0,0.053000,0.002900,-0.002900,0,0.016700,0.004000,-0.004000,0,,,,,,,,,0,73.43,0.36,-0.36,0,73.43,0.36,-0.36,0,5856.00,,,0,1.20,0.20,-0.20,0,1.44,0.08,-0.08,0,2018-09-27,150.300,0.650,-0.650,0,,,,,,,,,,,,,,,,,Haute-Provence Observatory,0,17.516745,31.481715,,,,,,,,,0.350,0.050,-0.050,0
HD 1502,b,HD 1502 b,Radial Velocity,1,428.50000000,1.20000000,-1.20000000,0,1.262000,0.092000,-0.092000,0,0.031000,0.022000,-0.022000,0,,,,,,,,,0,191.96,2.78,-2.78,0,191.96,2.78,-2.78,0,4947.00,,,0,1.46,,,0,4.67,,,0,2018-12-06,57.500,3.300,-3.300,0,,,,,,,,,,,,,,,,,W. M. Keck Observatory,0,111.216101,-48.084195,-9.81,0.17,-0.17,0,3.18,,,0,,,,
HD 150706,b,HD 150706 b,Radial Velocity,1,5894.00000000,5584.00000000,-1498.00000000,0,6.700000,4.000000,-1.400000,0,0.380000,0.280000,-0.320000,0,,,,,,,,,0,28.29,0.02,-0.02,0,28.29,0.02,-0.02,0,5961.00,27.00,-27.00,0,1.17,0.12,-0.12,0,0.96,0.02,-0.02,0,2014-07-23,31.100,6.300,-4.800,0,,,,,,,,,,,,,,,,,Haute-Provence Observatory,0,113.007151,32.638271,-17.21,0.01,-0.01,0,4.50,0.10,-0.10,0,,,,
HD 152079,b,HD 152079 b,Radial Velocity,1,2918.92000000,37.87000000,-39.28000000,0,4.187000,0.051000,-0.053000,0,0.532000,0.015000,-0.016000,0,,,,,,,,,0,88.11,0.36,-0.36,0,88.11,0.36,-0.36,0,5907.00,52.00,-52.00,0,1.15,0.03,-0.03,0,1.13,0.07,-0.07,0,2019-06-27,40.760,1.160,-1.100,0,,,,,,,,,,,,,,,,,Las Campanas Observatory,0,339.892243,-1.568839,-21.50,0.30,-0.30,0,4.37,0.05,-0.05,0,,,,
HD 152581,b,HD 152581 b,Radial Velocity,1,686.50000000,4.80000000,-4.80000000,0,1.660000,0.300000,-0.300000,0,0.040000,0.031000,-0.031000,0,,,,,,,,,0,166.54,1.17,-1.17,0,166.54,1.17,-1.17,0,5027.00,,,0,1.30,,,0,5.14,,,0,2018-12-06,36.200,1.300,-1.300,0,,,,,,,,,,,,,,,,,W. M. Keck Observatory,0,30.611579,31.490882,3.97,0.15,-0.15,0,3.29,,,0,,,,
HD 15337,b,HD 15337 b,Transit,2,4.75615000,0.00017000,-0.00017000,0,0.052200,0.001200,-0.001200,0,0.090000,0.050000,-0.050000,0,88.500,0.600,-0.400,0,9.30000,1.81000,-1.58000,0,0,44.87,0.07,-0.07,0,44.87,0.07,-0.07,0,5125.00,50.00,-50.00,0,0.90,0.03,-0.03,0,0.86,0.02,-0.02,0,2019-05-16,3.080,0.440,-0.410,0,1001,12,-12,0,7.51000,1.09000,-1.01000,0,1.640,0.060,-0.060,0,0.1037500,0.0025000,-0.0025000,0,Transiting Exoplanet Survey Satellite (TESS),0,219.859826,-68.708612,-3.80,0.00,0.00,0,4.53,0.02,-0.02,0,,,,
HD 15337,c,HD 15337 c,Transit,2,17.17840000,0.00160000,-0.00160000,0,0.126800,0.003800,-0.003800,0,0.050000,0.060000,-0.040000,0,88.500,0.200,-0.100,0,3.23000,0.90000,-0.72000,0,0,44.87,0.07,-0.07,0,44.87,0.07,-0.07,0,5125.00,50.00,-50.00,0,0.90,0.03,-0.03,0,0.86,0.02,-0.02,0,2019-05-16,2.160,0.480,-0.450,0,642,10,-10,0,8.11000,1.82000,-1.69000,0,2.390,0.120,-0.120,0,0.0937500,0.0083333,-0.0045833,0,Transiting Exoplanet Survey Satellite (TESS),0,219.859826,-68.708612,-3.80,0.00,0.00,0,4.53,0.02,-0.02,0,,,,
HD 153950,b,HD 153950 b,Radial Velocity,1,499.39999000,3.60000000,-3.60000000,0,1.280000,0.020000,-0.020000,0,0.340000,0.020000,-0.020000,0,,,,,,,,,0,48.52,0.12,-0.12,0,48.52,0.12,-0.12,0,6124.00,81.00,-81.00,0,1.25,0.18,-0.18,0,1.28,0.04,-0.04,0,2018-09-06,69.200,1.200,-1.200,0,,,,,,,,,,,,,,,,,La Silla Observatory,0,343.476552,-1.231061,33.00,0.20,-0.20,0,4.32,0.06,-0.06,0,,,,
